title,pubDate,guid,link,description
Derby County 2-1 Fulham: Rams maintain survival hopes and make Fulham wait on promotion,"Fri, 15 Apr 2022 21:10:17 GMT",https://www.bbc.co.uk/sport/football/61033751,https://www.bbc.co.uk/sport/football/61033751?at_medium=RSS&at_campaign=KARANGA,Derby County come from behind to keep their Championship survival hopes alive and make Fulham wait to secure promotion.
Sean Dyche: 'A huge gamble that smacks of blind panic by Burnley's owners',"Fri, 15 Apr 2022 13:05:40 GMT",https://www.bbc.co.uk/sport/football/61118169,https://www.bbc.co.uk/sport/football/61118169?at_medium=RSS&at_campaign=KARANGA,BBC Sport's chief football writer describes Burnley's sacking of Sean Dyche as a huge gamble as they bid for Premier League survival.
Heineken Champions Cup: Bristol 29-35 Sale (agg 39-44),"Fri, 15 Apr 2022 21:33:28 GMT",https://www.bbc.co.uk/sport/rugby-union/61107020,https://www.bbc.co.uk/sport/rugby-union/61107020?at_medium=RSS&at_campaign=KARANGA,Sale survive Bristol's second-half comeback and Arron Reed's 33rd-minute red card to make the Champions Cup quarter-finals for the third time.
World Snooker Championship: Ronnie O'Sullivan continues quest for seventh title as he marks 30th year at Crucible,"Sat, 16 Apr 2022 05:58:19 GMT",https://www.bbc.co.uk/sport/snooker/61107211,https://www.bbc.co.uk/sport/snooker/61107211?at_medium=RSS&at_campaign=KARANGA,Six-time world champion Ronnie O'Sullivan marks his 30th year at the Crucible with more records in his sights.
Emma Raducanu: Great Britain number one beats Tereza Martincova in Billie Jean King Cup,"Fri, 15 Apr 2022 15:56:17 GMT",https://www.bbc.co.uk/sport/av/tennis/61122394,https://www.bbc.co.uk/sport/av/tennis/61122394?at_medium=RSS&at_campaign=KARANGA,Watch highlights as British number one Emma Raducanu beats Tereza Martincova 7-5 7-5 to draw Great Britain level with the Czech Republic in the Billie Jean King Cup.
Conor Benn v Chris van Heerden: British welterweight targets world title tilt,"Sat, 16 Apr 2022 05:40:47 GMT",https://www.bbc.co.uk/sport/boxing/61052256,https://www.bbc.co.uk/sport/boxing/61052256?at_medium=RSS&at_campaign=KARANGA,Conor Benn opens up on the pressure of protecting his undefeated record ahead of his fight with Chris van Heerden on Saturday in Manchester.
UK's Rwanda asylum plan the 'opposite of nature of God' - Welby,"Sun, 17 Apr 2022 05:51:57 GMT",https://www.bbc.co.uk/news/uk-61130841,https://www.bbc.co.uk/news/uk-61130841?at_medium=RSS&at_campaign=KARANGA,"There are ""serious ethical questions"" over sending migrants to east Africa, Justin Welby will say."
Russian warship: Moskva crew 'shown for first time since sinking',"Sat, 16 Apr 2022 19:38:13 GMT",https://www.bbc.co.uk/news/world-europe-61129151,https://www.bbc.co.uk/news/world-europe-61129151?at_medium=RSS&at_campaign=KARANGA,Russia's defence ministry releases a video purportedly showing the crew of the Moskva in Sevastopol.
Whatever happened to the Novavax Covid vaccine?,"Sat, 16 Apr 2022 23:56:10 GMT",https://www.bbc.co.uk/news/health-61045810,https://www.bbc.co.uk/news/health-61045810?at_medium=RSS&at_campaign=KARANGA,"The jab, seen as an alternative for people who are vaccine-hesitant, is widely available in the EU but still not cleared for use in the UK."
Johnson to visit India in bid to boost defence ties,"Sat, 16 Apr 2022 22:33:26 GMT",https://www.bbc.co.uk/news/uk-61130758,https://www.bbc.co.uk/news/uk-61130758?at_medium=RSS&at_campaign=KARANGA,The prime minister will meet his Indian counterpart after previous visits were postponed due to Covid.
Prince Charles remembers victims of war in Easter message,"Sun, 17 Apr 2022 03:54:40 GMT",https://www.bbc.co.uk/news/uk-61129126,https://www.bbc.co.uk/news/uk-61129126?at_medium=RSS&at_campaign=KARANGA,"Prince Charles says he is ""heartbroken"" at the suffering of those fleeing their homes due to war."
Patrick Lyoya: Could rethink of US police traffic stops save lives?,"Sat, 16 Apr 2022 14:10:55 GMT",https://www.bbc.co.uk/news/world-us-canada-61123590,https://www.bbc.co.uk/news/world-us-canada-61123590?at_medium=RSS&at_campaign=KARANGA,The death of a black man in Michigan after a traffic stop raises questions about police use of force.
Invictus Games: Harry says world is united with Ukraine,"Sun, 17 Apr 2022 06:01:00 GMT",https://www.bbc.co.uk/news/uk-61127890,https://www.bbc.co.uk/news/uk-61127890?at_medium=RSS&at_campaign=KARANGA,The Duke of Sussex reveals his son Archie would like to be a pilot at the event's opening at The Hague.
Ukraine war scams: Cybercriminals stole my identity,"Sat, 16 Apr 2022 23:03:05 GMT",https://www.bbc.co.uk/news/world-61100181,https://www.bbc.co.uk/news/world-61100181?at_medium=RSS&at_campaign=KARANGA,Scammers are using emotionally charged tricks in a bid to steal online donations.
Ukraine war: Russia bans Boris Johnson from country over Ukraine war,"Sat, 16 Apr 2022 13:54:58 GMT",https://www.bbc.co.uk/news/world-europe-61126391,https://www.bbc.co.uk/news/world-europe-61126391?at_medium=RSS&at_campaign=KARANGA,"Boris Johnson and other senior ministers are barred for ""whipping up anti-Russian hysteria""."
South Africa flooding: 'I had thought my house was safe',"Sat, 16 Apr 2022 13:56:39 GMT",https://www.bbc.co.uk/news/world-africa-61128662,https://www.bbc.co.uk/news/world-africa-61128662?at_medium=RSS&at_campaign=KARANGA,"Torrential floods have killed nearly 400 people in South Africa, with more rain forecast."
Covid adviser Devi Sridhar sent white powder and mask in post,"Sat, 16 Apr 2022 16:35:23 GMT",https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-61129466,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-61129466?at_medium=RSS&at_campaign=KARANGA,"Prof Devi Sridhar revealed the face mask, which was used, had the words ""I am done"" in black ink."
Ukraine war: L'Occitane U-turn as it closes Russian shops,"Sat, 16 Apr 2022 11:12:31 GMT",https://www.bbc.co.uk/news/business-61127887,https://www.bbc.co.uk/news/business-61127887?at_medium=RSS&at_campaign=KARANGA,"The firm says military action in Ukraine means it will shut its shops, having defended staying open."
Extinction Rebellion: Six arrested after Olympians scale oil tanker,"Sat, 16 Apr 2022 18:54:01 GMT",https://www.bbc.co.uk/news/uk-england-london-61120185,https://www.bbc.co.uk/news/uk-england-london-61120185?at_medium=RSS&at_campaign=KARANGA,"Extinction Rebellion protesters, including two Olympians, scaled the tanker in London."
Ukraine: Online posts 'transform' war crimes documentation,"Sun, 17 Apr 2022 06:18:49 GMT",https://www.bbc.co.uk/news/uk-wales-61011855,https://www.bbc.co.uk/news/uk-wales-61011855?at_medium=RSS&at_campaign=KARANGA,"Open-source evidence is increasingly used by the UN and war crimes investigators, says law professor."
Ukraine round-up: Residents rebuild Bucha as Russia bans UK PM,"Sat, 16 Apr 2022 20:20:45 GMT",https://www.bbc.co.uk/news/world-europe-61129014,https://www.bbc.co.uk/news/world-europe-61129014?at_medium=RSS&at_campaign=KARANGA,"A few residents clear up after Russia's occupation, as Boris Johnson becomes persona non grata in Moscow."
Sunken Russian warship Moskva: What do we know?,"Sat, 16 Apr 2022 19:33:20 GMT",https://www.bbc.co.uk/news/world-europe-61103927,https://www.bbc.co.uk/news/world-europe-61103927?at_medium=RSS&at_campaign=KARANGA,"Russia says the Moskva sank after an explosion of ammunition, but Ukrainians say they hit it with missiles."
Newspaper headlines: 'Ungodly' Rwanda plan and drug scandal claims,"Sun, 17 Apr 2022 04:39:38 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61130828,https://www.bbc.co.uk/news/blogs-the-papers-61130828?at_medium=RSS&at_campaign=KARANGA,The papers cover Justin Welby's criticism of refugee plans and fears over pills that harmed babies.
I decided not to let cancer stop me dating,"Sat, 16 Apr 2022 21:40:10 GMT",https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-61011787,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-61011787?at_medium=RSS&at_campaign=KARANGA,"Katherine Crowson was 29 when she was diagnosed, and wanted to know when she would get her life back."
Invictus Games: Prince Harry and Meghan join opening ceremony in the Netherlands,"Sat, 16 Apr 2022 23:38:15 GMT",https://www.bbc.co.uk/news/world-europe-61130412,https://www.bbc.co.uk/news/world-europe-61130412?at_medium=RSS&at_campaign=KARANGA,The Duke and Duchess of Sussex have not been on this side of the Atlantic together since 2020.
Man opens tiny cafe in garage between Bristol houses,"Sat, 16 Apr 2022 23:01:21 GMT",https://www.bbc.co.uk/news/uk-england-bristol-61094211,https://www.bbc.co.uk/news/uk-england-bristol-61094211?at_medium=RSS&at_campaign=KARANGA,Rob Savage wanted to add to the sense of the community created during the Covid lockdowns.
'Bell-ringing is more than a call to prayer',"Sat, 16 Apr 2022 23:06:11 GMT",https://www.bbc.co.uk/news/uk-england-london-61100496,https://www.bbc.co.uk/news/uk-england-london-61100496?at_medium=RSS&at_campaign=KARANGA,"Meet the family of church bell-ringers in east London, who practised for Easter Sunday."
BMX: Childhood memories feature in 'untold story',"Sat, 16 Apr 2022 15:19:01 GMT",https://www.bbc.co.uk/news/uk-england-merseyside-61127190,https://www.bbc.co.uk/news/uk-england-merseyside-61127190?at_medium=RSS&at_campaign=KARANGA,"From E.T. to the Olympics, the eye-catching sport is being celebrated in a new book."
US zoo celebrates 50 years of giant pandas,"Sat, 16 Apr 2022 00:16:13 GMT",https://www.bbc.co.uk/news/world-us-canada-61122320,https://www.bbc.co.uk/news/world-us-canada-61122320?at_medium=RSS&at_campaign=KARANGA,The tradition of gifted pandas to the US from China hits a 50-year mark at Washington DC's National Zoo.
Nigeria's Chibok girls: Why was this former captive treated differently?,"Sat, 16 Apr 2022 23:16:44 GMT",https://www.bbc.co.uk/news/world-africa-61092882,https://www.bbc.co.uk/news/world-africa-61092882?at_medium=RSS&at_campaign=KARANGA,Hassana Adamu speaks to the BBC about feeling neglected on the eighth anniversary of the kidnappings.
Climate change: 'We're making wine in Norway',"Sat, 16 Apr 2022 23:47:33 GMT",https://www.bbc.co.uk/news/business-61093929,https://www.bbc.co.uk/news/business-61093929?at_medium=RSS&at_campaign=KARANGA,"Vineyards are moving further north, but new winemakers say they struggle to be taken seriously."
Liverpool: Have Reds struck blow over Manchester City after FA Cup semi-final win?,"Sat, 16 Apr 2022 19:29:33 GMT",https://www.bbc.co.uk/sport/football/61130564,https://www.bbc.co.uk/sport/football/61130564?at_medium=RSS&at_campaign=KARANGA,Have Liverpool struck a psychological blow over Manchester City in the race for domestic and European glory with their FA Cup semi-final win?
Penguin power and the 'dream job' in Antarctica,"Sun, 17 Apr 2022 05:48:18 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60996875,https://www.bbc.co.uk/news/uk-northern-ireland-60996875?at_medium=RSS&at_campaign=KARANGA,"Kit Adams, from Newcastle, reflects on his time at the Penguin Post Office in the wilderness of Antarctica."
Bleed kits in memory of stabbed Essex teenager Liam Taylor,"Sat, 16 Apr 2022 08:23:24 GMT",https://www.bbc.co.uk/news/uk-england-essex-61107116,https://www.bbc.co.uk/news/uk-england-essex-61107116?at_medium=RSS&at_campaign=KARANGA,"Liam Taylor, 19, was stabbed to death and his grandmother is on a mission to fund life-saving bleed kits."
Conor Benn v Chris van Heerden: British welterweight secures second-round knockout in Manchester,"Sat, 16 Apr 2022 22:06:12 GMT",https://www.bbc.co.uk/sport/boxing/61130950,https://www.bbc.co.uk/sport/boxing/61130950?at_medium=RSS&at_campaign=KARANGA,Conor Benn makes short work of South Africa's Chris van Heerden as the British welterweight continues his charge towards a world title shot.
Emma Raducanu bathes blisters in surgical spirit as injuries frustrate her,"Sat, 16 Apr 2022 18:04:13 GMT",https://www.bbc.co.uk/sport/tennis/61129492,https://www.bbc.co.uk/sport/tennis/61129492?at_medium=RSS&at_campaign=KARANGA,British number one Emma Raducanu is bathing her blistered feet in surgical spirit as she bids to stop injuries hampering her game.
Liverpool beat Manchester City 3-2 in FA Cup semi-final - highlights,"Sat, 16 Apr 2022 17:10:50 GMT",https://www.bbc.co.uk/sport/av/football/61129681,https://www.bbc.co.uk/sport/av/football/61129681?at_medium=RSS&at_campaign=KARANGA,Watch highlights as Liverpool beat Manchester City 3-2 in a thrilling encounter at Wembley to reach their first FA Cup final in 10 years.
Sadio Mane: Watch every angle of Liverpool's third goal against Man City in FA Cup semi-final,"Sat, 16 Apr 2022 19:12:32 GMT",https://www.bbc.co.uk/sport/av/football/61130158,https://www.bbc.co.uk/sport/av/football/61130158?at_medium=RSS&at_campaign=KARANGA,Watch Sadio Mane's brilliant second goal for Liverpool against Manchester City in the FA Cup semi-final from a variety of camera angles.
"World Snooker Championship 2022: Mark Selby through, Ronnie O'Sullivan leads","Sat, 16 Apr 2022 22:02:13 GMT",https://www.bbc.co.uk/sport/snooker/61127375,https://www.bbc.co.uk/sport/snooker/61127375?at_medium=RSS&at_campaign=KARANGA,Mark Selby begins the defence of his World Championship title by holding off dogged Welsh qualifier Jamie Jones with a 10-7 victory in Sheffield.
Manchester City 2-3 Liverpool: Jurgen Klopp praises 'one of best ever' displays in FA Cup semi-final win,"Sat, 16 Apr 2022 19:24:15 GMT",https://www.bbc.co.uk/sport/football/61123215,https://www.bbc.co.uk/sport/football/61123215?at_medium=RSS&at_campaign=KARANGA,"Jurgen Klopp praises one of Liverpool's ""best ever"" performances under the German as the Reds beat Manchester City to reach the FA Cup final, but insists it is not a statement win."
Ukraine war: Mariupol defenders will fight to the end says PM,"Sun, 17 Apr 2022 18:31:58 GMT",https://www.bbc.co.uk/news/world-europe-61135901,https://www.bbc.co.uk/news/world-europe-61135901?at_medium=RSS&at_campaign=KARANGA,PM Denys Shmyhal says the city has not fallen to Russian forces because of the determined defence.
"Rwanda asylum critics have no solutions, says Patel","Mon, 18 Apr 2022 05:48:29 GMT",https://www.bbc.co.uk/news/uk-61137081,https://www.bbc.co.uk/news/uk-61137081?at_medium=RSS&at_campaign=KARANGA,The home secretary responds after criticism of her refugee plan from the Archbishop of Canterbury.
Piers Morgan says exit from ITV's Good Morning Britain was 'a farce',"Sun, 17 Apr 2022 23:40:10 GMT",https://www.bbc.co.uk/news/entertainment-arts-61105178,https://www.bbc.co.uk/news/entertainment-arts-61105178?at_medium=RSS&at_campaign=KARANGA,"The host is to return to screens after saying he was ""censored"" when he left Good Morning Britain."
Covid: Thousands of vaccinators get permanent NHS roles,"Sun, 17 Apr 2022 23:41:57 GMT",https://www.bbc.co.uk/news/health-61135281,https://www.bbc.co.uk/news/health-61135281?at_medium=RSS&at_campaign=KARANGA,"The 11,483 people who have taken permanent NHS England jobs include former gym managers and air crew."
Shanghai: China reports three dead in latest Covid outbreak,"Mon, 18 Apr 2022 04:22:35 GMT",https://www.bbc.co.uk/news/world-asia-china-61036737,https://www.bbc.co.uk/news/world-asia-china-61036737?at_medium=RSS&at_campaign=KARANGA,Official figures earlier said there had been no Covid-linked deaths in Shanghai since 2020.
Christmas savings clubs money to be protected by new laws,"Sun, 17 Apr 2022 23:01:18 GMT",https://www.bbc.co.uk/news/business-61136026,https://www.bbc.co.uk/news/business-61136026?at_medium=RSS&at_campaign=KARANGA,The government wants shoppers' money to be protected even if the scheme they are in goes bust.
Unrest in Sweden over planned Quran burnings,"Sun, 17 Apr 2022 19:20:46 GMT",https://www.bbc.co.uk/news/world-europe-61134734,https://www.bbc.co.uk/news/world-europe-61134734?at_medium=RSS&at_campaign=KARANGA,"There is ongoing unrest over a far-right group which burned a copy of the Quran, and planned to do so again."
Ukraine war: Trucks stuck at Poland-Belarus border as EU sanctions deadline passes,"Sun, 17 Apr 2022 09:44:39 GMT",https://www.bbc.co.uk/news/world-europe-61133439,https://www.bbc.co.uk/news/world-europe-61133439?at_medium=RSS&at_campaign=KARANGA,An 80km queue formed on the Polish border ahead of a deadline for Russian trucks to leave the EU.
Next and finance firms buy JoJo Maman Bebe,"Sun, 17 Apr 2022 13:08:19 GMT",https://www.bbc.co.uk/news/business-61133553,https://www.bbc.co.uk/news/business-61133553?at_medium=RSS&at_campaign=KARANGA,"There will be no immediate job losses at the baby goods retailer, although its founder will step down."
Lumo train passengers' panic after emergency stop,"Sun, 17 Apr 2022 17:42:16 GMT",https://www.bbc.co.uk/news/uk-61136024,https://www.bbc.co.uk/news/uk-61136024?at_medium=RSS&at_campaign=KARANGA,British Transport Police say 15 train passengers reported minor injuries after the emergency stop.
Doctor Who: Former companions to join Jodie Whittaker's farewell,"Sun, 17 Apr 2022 19:00:25 GMT",https://www.bbc.co.uk/news/entertainment-arts-61111999,https://www.bbc.co.uk/news/entertainment-arts-61111999?at_medium=RSS&at_campaign=KARANGA,Two of the Doctor's companions from the 1980s will feature in Jodie Whittaker final show.
Sturgeon reported to police for not wearing mask ,"Sun, 17 Apr 2022 17:16:44 GMT",https://www.bbc.co.uk/news/uk-scotland-glasgow-west-61135232,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-61135232?at_medium=RSS&at_campaign=KARANGA,Footage shows Nicola Sturgeon without a mask during a visit to a barber shop in East Kilbride.
Easter: Snowdonia mountain path covered in human faeces - guide,"Sun, 17 Apr 2022 16:21:00 GMT",https://www.bbc.co.uk/news/uk-wales-61128854,https://www.bbc.co.uk/news/uk-wales-61128854?at_medium=RSS&at_campaign=KARANGA,Snowdon guide Gemma Davies says she even caught a man defecating on the mountain's railway line.
Ukraine war: Germany's conundrum over its ties with Russia,"Sun, 17 Apr 2022 23:30:49 GMT",https://www.bbc.co.uk/news/world-europe-61118706,https://www.bbc.co.uk/news/world-europe-61118706?at_medium=RSS&at_campaign=KARANGA,Berlin now has some hard decisions to make following years of dialogue and co-operation with Moscow.
The elderly who can't flee their Ukrainian homes,"Mon, 18 Apr 2022 04:58:12 GMT",https://www.bbc.co.uk/news/world-europe-61132626,https://www.bbc.co.uk/news/world-europe-61132626?at_medium=RSS&at_campaign=KARANGA,"Intense shelling in Mykolaiv has forced many people to flee, leaving some elderly residents behind."
Why has Russia invaded Ukraine and what does Putin want?,"Sun, 17 Apr 2022 09:13:22 GMT",https://www.bbc.co.uk/news/world-europe-56720589,https://www.bbc.co.uk/news/world-europe-56720589?at_medium=RSS&at_campaign=KARANGA,"Weeks after Russia's leader unleashed war on Ukraine, there is no sign yet of when it will end."
Older residents of the east reluctant to hit the road,"Sun, 17 Apr 2022 17:29:53 GMT",https://www.bbc.co.uk/news/world-europe-61135091,https://www.bbc.co.uk/news/world-europe-61135091?at_medium=RSS&at_campaign=KARANGA,"While young Ukrainians have moved to safety, many older residents say they have no choice but to stay."
Ukraine round-up: Ukraine defies Mariupol deadline as Kharkiv shelled,"Sun, 17 Apr 2022 20:15:28 GMT",https://www.bbc.co.uk/news/world-europe-61135894,https://www.bbc.co.uk/news/world-europe-61135894?at_medium=RSS&at_campaign=KARANGA,"Mariupol defenders ignore Russian calls to surrender, as Kharkiv and other cities face more shelling."
Newspaper headlines: MPs attack Welby 'rant' and PM 'led boozy party',"Mon, 18 Apr 2022 04:49:00 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61136840,https://www.bbc.co.uk/news/blogs-the-papers-61136840?at_medium=RSS&at_campaign=KARANGA,The papers cover the backlash to the archbishop's criticism of the UK's asylum plan and more No 10 party claims.
Why I didn't use my real name at work,"Sun, 17 Apr 2022 23:01:14 GMT",https://www.bbc.co.uk/news/business-61106074,https://www.bbc.co.uk/news/business-61106074?at_medium=RSS&at_campaign=KARANGA,Should you change your name to fit in at work? We look at why some people have anglicised their names.
Nigeria's Spider-Man fighting for a cleaner society,"Sun, 17 Apr 2022 23:14:50 GMT",https://www.bbc.co.uk/news/world-africa-61111613,https://www.bbc.co.uk/news/world-africa-61111613?at_medium=RSS&at_campaign=KARANGA,"Jonathan Olakunle is fighting for a cleaner society in Osogbo, Nigeria."
'I am only the UK's sixth black female QC',"Sun, 17 Apr 2022 23:02:10 GMT",https://www.bbc.co.uk/news/uk-england-london-61101239,https://www.bbc.co.uk/news/uk-england-london-61101239?at_medium=RSS&at_campaign=KARANGA,"Nneka Akudolu was told she had little chance of becoming a barrister, now she's a Queen's Counsel."
In pictures: Mountain bikers descend snowy peak,"Sun, 17 Apr 2022 12:38:50 GMT",https://www.bbc.co.uk/news/uk-scotland-highlands-islands-61134704,https://www.bbc.co.uk/news/uk-scotland-highlands-islands-61134704?at_medium=RSS&at_campaign=KARANGA,About 300 daring riders made an Easter weekend descent of Aanoch Mor in the Highlands.
Hull maritime pictures have decades of grime removed,"Sun, 17 Apr 2022 06:35:56 GMT",https://www.bbc.co.uk/news/uk-england-humber-61081173,https://www.bbc.co.uk/news/uk-england-humber-61081173?at_medium=RSS&at_campaign=KARANGA,The paintings will go back to the Maritime Museum in Hull after its refurbishment.
Captagon: Jordan's undeclared war against Syria drug traffickers,"Sun, 17 Apr 2022 23:29:32 GMT",https://www.bbc.co.uk/news/world-middle-east-61040359,https://www.bbc.co.uk/news/world-middle-east-61040359?at_medium=RSS&at_campaign=KARANGA,Soldiers have a shoot-to-kill policy to stop millions of Captagon pills being smuggled from Syria.
How well have Scotland and the UK coped with Covid?,"Sun, 17 Apr 2022 22:32:29 GMT",https://www.bbc.co.uk/news/uk-scotland-61105949,https://www.bbc.co.uk/news/uk-scotland-61105949?at_medium=RSS&at_campaign=KARANGA,"As Scotland takes off the face masks, James Cook asks how the country has done tackling Covid."
Sri Lanka healthcare on verge of collapse in economic crisis,"Sun, 17 Apr 2022 22:58:37 GMT",https://www.bbc.co.uk/news/world-asia-61111405,https://www.bbc.co.uk/news/world-asia-61111405?at_medium=RSS&at_campaign=KARANGA,Doctors warn of catastrophe in Sri Lanka where medical supplies are running out in the financial crisis.
Wales' hospitality businesses struggle to recruit staff,"Sun, 17 Apr 2022 20:55:34 GMT",https://www.bbc.co.uk/news/uk-wales-61094777,https://www.bbc.co.uk/news/uk-wales-61094777?at_medium=RSS&at_campaign=KARANGA,One holiday park owner hires five chefs from India after being unable to fill the jobs locally.
'I felt more joy than I thought possible',"Sun, 17 Apr 2022 23:29:48 GMT",https://www.bbc.co.uk/news/science-environment-61106081,https://www.bbc.co.uk/news/science-environment-61106081?at_medium=RSS&at_campaign=KARANGA,How it feels to treat your depression with a hallucinogenic drug.
I decided not to let cancer stop me dating,"Sun, 17 Apr 2022 08:10:37 GMT",https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-61011787,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-61011787?at_medium=RSS&at_campaign=KARANGA,"Katherine Crowson was 29 when she was diagnosed, and wanted to know when she would get her life back."
Chelsea 2-0 Crystal Palace: 'Blues again show ability to thrive amid chaos',"Sun, 17 Apr 2022 19:22:54 GMT",https://www.bbc.co.uk/sport/football/61136522,https://www.bbc.co.uk/sport/football/61136522?at_medium=RSS&at_campaign=KARANGA,BBC Sport's chief football writer Phil McNulty looks at how Chelsea have reached a third successive FA Cup final.
Liverpool: Virgil Van Dijk says 'almost impossible' quadruple would be 'dream',"Sun, 17 Apr 2022 21:33:21 GMT",https://www.bbc.co.uk/sport/football/61135748,https://www.bbc.co.uk/sport/football/61135748?at_medium=RSS&at_campaign=KARANGA,"Virgil Van Dijk says it would be a ""dream"" for Liverpool to win a historic and ""almost impossible"" quadruple."
Match of the Day 2 analysis: How Bruno Guimaraes won the game for Newcastle,"Sun, 17 Apr 2022 23:00:11 GMT",https://www.bbc.co.uk/sport/av/football/61136987,https://www.bbc.co.uk/sport/av/football/61136987?at_medium=RSS&at_campaign=KARANGA,Match of the Day 2 pundits Stephen Warnock and Leon Osman praise Newcastle's matchwinner Bruno Guimaraes after their 2-1 win over Leicester.
"Garth Crooks' Team of the Week: Mane, Ronaldo, Werner, Mount","Sun, 17 Apr 2022 21:44:06 GMT",https://www.bbc.co.uk/sport/football/61135951,https://www.bbc.co.uk/sport/football/61135951?at_medium=RSS&at_campaign=KARANGA,Who could threaten their club's goalscoring record? Which veteran should retire at the top this summer? Find out in Garth Crooks' latest Team of the Week.
World Snooker Championship 2022: Ronnie O'Sullivan beats David Gilbert,"Sun, 17 Apr 2022 22:38:40 GMT",https://www.bbc.co.uk/sport/snooker/61134890,https://www.bbc.co.uk/sport/snooker/61134890?at_medium=RSS&at_campaign=KARANGA,World number one Ronnie O'Sullivan showcases his mettle by coming from behind to beat David Gilbert 10-5 at the World Championship in Sheffield.
West Ham 1-1 Burnley: Hosts salvage draw after Ashley Westwood horror injury,"Sun, 17 Apr 2022 17:24:55 GMT",https://www.bbc.co.uk/sport/football/61055885,https://www.bbc.co.uk/sport/football/61055885?at_medium=RSS&at_campaign=KARANGA,West Ham come from behind to dent managerless Burnley's hopes of avoiding relegation from the Premier League in a match tainted by Ashley Westwood's injury.
Boris Johnson sorry for party as Labour calls apology a joke,"Tue, 19 Apr 2022 22:43:55 GMT",https://www.bbc.co.uk/news/uk-politics-61154461,https://www.bbc.co.uk/news/uk-politics-61154461?at_medium=RSS&at_campaign=KARANGA,"Most Tory MPs rallied behind Boris Johnson, but one senior backbencher called on the leader to quit."
Ukraine war: Kyiv's allies pledge more weapons to help win war,"Wed, 20 Apr 2022 00:13:37 GMT",https://www.bbc.co.uk/news/world-europe-61155035,https://www.bbc.co.uk/news/world-europe-61155035?at_medium=RSS&at_campaign=KARANGA,Leaders agree to send artillery and other weapons as Russia launches a fresh offensive in eastern Ukraine.
Prince Harry says he is making sure the Queen is protected,"Wed, 20 Apr 2022 00:29:56 GMT",https://www.bbc.co.uk/news/uk-61157345,https://www.bbc.co.uk/news/uk-61157345?at_medium=RSS&at_campaign=KARANGA,"The Duke of Sussex says he wants his grandmother to have ""the right people around her""."
The Zomato and Swiggy riders risking their lives to deliver food,"Tue, 19 Apr 2022 23:03:16 GMT",https://www.bbc.co.uk/news/world-asia-india-61147690,https://www.bbc.co.uk/news/world-asia-india-61147690?at_medium=RSS&at_campaign=KARANGA,The BBC followed overworked delivery riders as they raced against time to take food to customers.
Fake reviews to be illegal under new rules,"Tue, 19 Apr 2022 21:36:26 GMT",https://www.bbc.co.uk/news/business-61154748,https://www.bbc.co.uk/news/business-61154748?at_medium=RSS&at_campaign=KARANGA,The government has also announced people will be able to opt out of subscriptions more easily.
Highway Code: Watching TV in self-driving cars to be allowed,"Wed, 20 Apr 2022 02:17:06 GMT",https://www.bbc.co.uk/news/technology-61155735,https://www.bbc.co.uk/news/technology-61155735?at_medium=RSS&at_campaign=KARANGA,"Mobile phone use while driving will remain illegal, as changes to the Highway Code are announced."
Johnny Depp v Amber Heard: Actor says he never hit a woman,"Tue, 19 Apr 2022 20:21:30 GMT",https://www.bbc.co.uk/news/world-us-canada-61154559,https://www.bbc.co.uk/news/world-us-canada-61154559?at_medium=RSS&at_campaign=KARANGA,The actor describes his childhood of physical abuse as he takes the stand in a Virginia court.
Cristiano Ronaldo: Liverpool and Man Utd fans unite for fan-led minute of applause at Anfield,"Tue, 19 Apr 2022 22:53:40 GMT",https://www.bbc.co.uk/sport/football/61155790,https://www.bbc.co.uk/sport/football/61155790?at_medium=RSS&at_campaign=KARANGA,Manchester United and Liverpool supporters unite in a fan-led minute of applause at Anfield in support of Cristiano Ronaldo and his family following the death of his baby boy.
Netflix loses subscribers for first time in more than 10 years,"Tue, 19 Apr 2022 23:02:34 GMT",https://www.bbc.co.uk/news/business-61153252,https://www.bbc.co.uk/news/business-61153252?at_medium=RSS&at_campaign=KARANGA,"The firm lost 200,000 members in the first three months of the year."
Hepatitis cases detected in children in Europe and the US,"Wed, 20 Apr 2022 04:09:22 GMT",https://www.bbc.co.uk/news/world-europe-61157909,https://www.bbc.co.uk/news/world-europe-61157909?at_medium=RSS&at_campaign=KARANGA,Acute hepatitis - or liver inflammation - among children was first reported in the UK last week.
Urine bugs may be a sign of aggressive prostate cancer,"Wed, 20 Apr 2022 01:43:02 GMT",https://www.bbc.co.uk/news/health-61150771,https://www.bbc.co.uk/news/health-61150771?at_medium=RSS&at_campaign=KARANGA,"The discovery may lead to ways to spot and even prevent dangerous tumours, experts hope."
